Image,Mean,Variance,Standard Deviation,Entropy,Skewness,Kurtosis,Contrast,Energy,ASM,Homogeneity,Dissimilarity,Correlation,Coarseness,Class
Image942,0.12659000763829467,0.08286364073126914,0.2654280636751806,0.28850103149618117,0.06696330495057337,0.010701054035517455,0.04403906332162123,0.48859393372065574,0.2588394126230715,0.5934825958738528,0.18038195066421547,0.8572017741037863,0.0,0
Image943,0.00037869375960537105,6.761261912108544e-05,0.0010460449621992052,0.626118065428298,0.5759386854971345,0.37620175662094874,0.04695146211829757,0.7627225019964093,0.5963148726068302,0.6873290360998054,0.17741852763807284,0.4651684689152773,0.0,0
Image944,0.1816533686719493,0.15950086510028882,0.38013319616940777,0.22760427463009159,0.05927920974135225,0.00891827874643121,0.033175676465455765,0.42614360046290956,0.2012850946955908,0.6376537493739409,0.10581876196386308,0.9460811823313087,0.0,0
Image945,0.2221588765265088,0.17906844397307226,0.4046394351507456,0.5034833150975899,0.04439513690771283,0.006013103346201045,0.021808842696952373,0.6728855465703143,0.47049461292375266,0.8155779521025578,0.06522049907214457,0.972767700123438,0.0,0
Image946,0.4736216559454457,0.5347483125590827,0.7224853429355734,0.004312539040208029,0.04657689131525319,0.007398887778622103,0.027473900781712458,0.03127924561489729,0.003417713483650443,0.34938367452003194,0.16780664540196819,0.9790092405058193,0.0,1
Image947,0.34590292923994553,0.17916375235889737,0.40475544867573254,0.17144697793883146,0.0138985109152003,0.0013699709800367816,0.01859928777986776,0.3590389781667144,0.14743523811062584,0.7366523462554627,0.06656375485127494,0.9271132068508345,0.0,0
Image948,0.19896652954547558,0.11026058438072099,0.3108439896494575,0.22281319232919847,0.03292571604132267,0.0040027932063317895,0.017658123550545638,0.4187003492163254,0.19490373829940807,0.7441467636472041,0.06344608438479499,0.9259289055708728,0.0,0
Image949,0.21509161352070175,0.21511806116707055,0.44652641411793276,0.28697937555594255,0.0534336148058669,0.007551470122477261,0.05584613114427476,0.48577507032260203,0.25608698310734795,0.7581787144205381,0.09823762451370469,0.9227350753342449,0.0,0
Image950,0.2063936206436417,0.15157981930336203,0.3697902799147268,0.5529829463925745,0.04765738025923797,0.006835264006394329,0.02254135785751281,0.7106803149306087,0.5216191236319107,0.7673591694059249,0.08927204430960924,0.9613903614309458,0.0,0
Image951,0.31030157459300917,0.21219780899251228,0.44327015430963046,0.3609360534650161,0.029823704293808893,0.003722342067034589,0.020735342492415803,0.5561079401450141,0.3291284621290487,0.69325980863587,0.09833726772261271,0.9677288842594418,0.0,0
Image952,0.4051668921343976,0.25275643786958313,0.48667596397016516,0.29173320818810655,0.016551153864321426,0.0018466051034281778,0.02287168710212451,0.49192453655188884,0.2621103536995269,0.6269094528880146,0.11462454309697057,0.9582420110885481,0.0,0
Image953,0.5221262067124958,0.3025073813985636,0.5354185206822991,0.28486910379275976,0.008638847380851876,0.0010069401113286139,0.02885381497964651,0.48532313356073653,0.2556470566113911,0.6217228428271059,0.13044678915162222,0.9444095182810832,0.0,0
Image954,0.18092404958449548,0.12219690097022823,0.328857349959361,0.6610465597162679,0.047364439624841166,0.0067169267038145975,0.015999465249573172,0.7873121807623389,0.6333409046536568,0.8212385923627791,0.06007990112512951,0.9692765120402003,0.0,0
Image955,0.3705594360545908,0.5091315976806432,0.7041812342646254,0.02166867276403749,0.05388741487816314,0.008171385311057173,0.077780989820786,0.10171638015746129,0.017701831814329078,0.3610044808709699,0.22815994242371868,0.9337834520188255,0.0,1
Image956,0.3892240228964785,0.5528611225980263,0.7351647885563805,0.0029501282931219796,0.05152484759095086,0.007639065937688274,0.02050124322629912,0.023028803207193423,0.002341530057498018,0.3329702236695251,0.1560333878262162,0.9863037442909879,0.0,1
Image957,0.12125516505158174,0.16049886065820132,0.3814180639072188,0.1013325867003321,0.11485534793292879,0.024369942962039325,0.0655405481648514,0.2657218037992763,0.0863153984633299,0.39389875259855067,0.2039400779479089,0.9306707432591526,0.0,1
Image958,0.17169229636582856,0.16579294207972722,0.3881685316215246,0.2551472543710812,0.06364291691516635,0.009671840657399105,0.04017843688200732,0.45448430055478933,0.22651505613932257,0.656019170728287,0.12211589866931255,0.9404498007916868,0.0,0
Image959,0.6290627904622555,0.38541183978505383,0.6084789976614603,0.15299043928697867,0.006386179912453029,0.0006433586908398885,0.04719063334851579,0.33818870857501454,0.13238964412188897,0.5526376531681142,0.16505132397097186,0.907967238477942,0.0,0
Image960,0.6292813561193792,0.4199942959358981,0.6366066109966748,0.1637930479561694,0.006262233191532629,0.0005759731518522209,0.046077544550912036,0.3518012614056317,0.14212189570193093,0.5520092057088978,0.16213343152293047,0.9138182643341319,0.0,0
Image961,0.5131125590127272,0.3832986491939364,0.606720204390634,0.19644354465416713,0.013923675857127858,0.0014265771662065104,0.0467053106690666,0.39117396083586253,0.17218951100237032,0.5633691403628457,0.16084539561044017,0.9222708229807699,0.0,0
Image962,0.3594397356966025,0.2977718284588628,0.5309600741662043,0.23504583803508833,0.02847738068738468,0.0034262762617952164,0.06525582926492288,0.43440083799274276,0.20848351563666298,0.5446180729592591,0.21508646288336894,0.8896005186938605,0.0,0
Image963,0.1365202506833053,0.12190225863592447,0.3284234764379559,0.2891212551622865,0.08007424727774226,0.013897165673576677,0.06763963638063919,0.48972662725382643,0.25994952685064127,0.5533303319857251,0.2256681041124386,0.8769992226620671,0.0,0
Image964,0.12044716232756343,0.0929911757872945,0.2829755297095667,0.27244208727270236,0.08200708828146339,0.014616061992515604,0.01986072027393586,0.4729914540074004,0.24378804533296253,0.6090260113980518,0.11350358062824364,0.9647913844837133,0.0,0
Image965,0.2008986499544465,0.1422915583822645,0.357314040954087,0.5529407281857986,0.0470880991150708,0.00672898218125765,0.02162423334819004,0.7106564117874097,0.5215859599884035,0.7632024044105384,0.08804655958372568,0.9595930807023962,0.0,0
Image966,0.3000266880170795,0.1961649031410513,0.4249810695215345,0.36134822336727057,0.02941904575459741,0.0036725514635189242,0.019350946304411143,0.5564036875016573,0.3294548057496784,0.6942462812519172,0.09595249803627666,0.9666366827865249,0.0,0
Image967,0.38920239639988,0.2331123902030763,0.4661235873583585,0.29164378010588277,0.017095495341612386,0.0019587974398421228,0.021518977796682097,0.49185342017758293,0.26204029810512486,0.6318802932193244,0.11309713607753699,0.9567653087455694,0.0,0
Image968,0.1033070134268335,0.09616802808455883,0.2882831012204247,0.021365468730017642,0.12526857288589277,0.02920818099723963,0.05884970208452747,0.10028987132919065,0.01732202744227537,0.37484539768598746,0.21063433919778896,0.9008318384576004,0.0,1
Image969,0.20236741117031576,0.15816485270311312,0.37840688276218065,0.7999289389269248,0.04790308609697875,0.006772151316430484,0.014609769507248547,0.8788782822374288,0.7809967239937646,0.8454078862181686,0.05797906329550867,0.9852953721923283,0.0,0
Image970,0.37873241121632867,0.28841042367998754,0.5220412861283257,0.4996150615617354,0.02555139014568545,0.003261443208811423,0.03472856919685948,0.6706018081342946,0.4674895889324482,0.6954814112613515,0.11930953851905893,0.9525122278016465,0.0,0
Image971,0.4672192926755202,0.5259119241091853,0.7162218676036453,0.001510706724798935,0.04041704478214405,0.0056771016555524694,0.05066651692494512,0.013014260126102892,0.0012034284177835739,0.24652095680301225,0.25463493935229775,0.945371624029165,0.0,1
Image972,0.47283804054738127,0.6156903813727336,0.7776130901333344,0.003126612823175148,0.040892534761010534,0.005684715137436709,0.04655502278295035,0.02430960417006891,0.002500388978690946,0.22776114056203797,0.24571498662750857,0.9391519279405869,0.0,1
Image973,0.22425066489973625,0.3589857195774768,0.5861259778925137,0.0004972610874632273,0.0830380856248534,0.014628821133869895,0.02531619718219133,0.004614221369676458,0.00039103761838239315,0.2118764702962296,0.19503301052560967,0.9555190057671306,0.0,1
Image974,0.14604833291920907,0.12166190360021209,0.3280691582408494,0.2799072363902382,0.06794751155908638,0.01077964242504965,0.017707325638401238,0.4799629803644333,0.2504579957512651,0.6136782202874266,0.11062603548093747,0.9763888898765352,0.0,0
Image975,0.1956770013712121,0.15675405377753562,0.3765760553928717,0.5796745892444871,0.050399262525786324,0.007153704788884072,0.01955832660933146,0.7300408069115896,0.5488252917052586,0.7568167723291086,0.08773888189543545,0.9759097707571684,0.0,0
Image976,0.061549009322400434,0.10597906853356791,0.3041489040275171,0.0029696379543301807,0.19804489182945567,0.056096736641751174,0.038685112595246034,0.02301166475911396,0.0023394248139171556,0.16291939777244177,0.2688081046812911,0.8797233331698218,0.0,1
Image977,0.4077275613594324,0.29420671305100127,0.5275802213260705,0.21229042112543703,0.02305972387282091,0.0027424775707857677,0.031983327320756615,0.409678069192469,0.18730522330756888,0.5303474997866419,0.1542963846023857,0.9474708180013822,0.0,0
Image978,0.25454156428591174,0.2022375365057292,0.43199271346117524,0.21834556928330043,0.04267274715817653,0.00587170985946,0.04636724156757887,0.4164306204019064,0.19297809245258224,0.5050952593798458,0.18932400963766519,0.9105307506889497,0.0,0
Image979,0.06640070677231438,0.05421561541341132,0.20902396802432788,0.6549999200673704,0.12535069418566439,0.027515210427400433,0.05527136040260957,0.7835970990876907,0.6276755940756624,0.6846970720310371,0.18677069721569375,0.8665799701144694,0.0,0
Image980,0.11897702069701757,0.0892909751585181,0.2766793079531665,0.22656303926220353,0.08068345858299533,0.014249156281679776,0.01575593233710649,0.4253831860843742,0.20062849255386653,0.567799877253309,0.10242752589038073,0.971878062105112,0.0,0
Image981,0.19177732990990504,0.1496739883252329,0.3672619507651595,0.6091266657875164,0.0510554405804965,0.007313093881602812,0.015991443335492683,0.7508878643133493,0.5788911736939134,0.8124228012814649,0.07107131058232873,0.9820483197010912,0.0,0
Image982,0.26802591498486167,0.184779824455035,0.4115382437191375,0.37507405725219145,0.03621851554244388,0.004780467360470171,0.02473909981110187,0.5683275372690124,0.34274620107343123,0.7369069665447279,0.09197696205022779,0.954426759048502,0.0,0
Image983,0.25144437388991675,0.1905627247886374,0.4184162695468779,0.6353951599847716,0.04122480567359687,0.00582895911835419,0.021105708769984393,0.7699768515165207,0.6071225130494032,0.7517860747659524,0.09731043899401472,0.970939670478586,0.0,0
Image984,0.5133601133780608,0.2956884149404768,0.528987390143597,0.33332125078500735,0.00726734367337864,0.0008326122027815189,0.019681635079146477,0.5313520650656456,0.30238173997322204,0.6369007641100485,0.11682127145078103,0.9691048668542948,0.0,0
Image985,0.1423184524631202,0.11390926607011692,0.3164485685622792,0.3478123771657681,0.07601784773162329,0.013502911511921446,0.03100292003698345,0.5445424870665526,0.3164926526907671,0.6734421942359086,0.11787882396123797,0.9434653249155609,0.0,0
Image986,0.21784508066223107,0.1518888137136355,0.3701987106699132,0.5309739043463044,0.04590302385946219,0.006637555921158577,0.023881057688712688,0.6942973109014717,0.4991354895702232,0.7799338838514516,0.08643381942336265,0.9522941734585246,0.0,0
Image987,0.046144041670117875,0.035310149964975175,0.16315272963052185,0.4636285948786408,0.13501952401323508,0.0293899144098526,0.07881160697295618,0.6401162653040665,0.4282941982562939,0.8318815209189363,0.16557223825590345,0.7588222077482016,0.0,0
Image988,0.2040404737583172,0.16086933347023258,0.38189401823027297,0.7062044362576166,0.0502266178750491,0.0072942983939994635,0.019199414005968647,0.8181673766107992,0.68137431069387,0.8028694391127493,0.07893255243879437,0.9750705435046481,0.0,0
Image989,0.5001200960768627,0.2670657399952072,0.5011502561469919,0.14732504232211605,0.007195742805871083,0.0007372193279663458,0.02762894155500272,0.33004184005491616,0.1267280664599606,0.6309281403694535,0.119211648799469,0.933368023428693,0.0,0
Image990,0.3601547904990674,0.2057298494203924,0.43597766621336165,0.20814088293370472,0.017494661201540466,0.0018870551240893537,0.026590500128364985,0.4037740314675935,0.1824139060961951,0.6473852105345071,0.12082446264792743,0.9300857716618287,0.0,0
Image991,0.23980931871934358,0.14687070503675925,0.36351381372720554,0.22751781184112374,0.03384939645930366,0.004234064251707977,0.030072546826198882,0.4250912817494547,0.20037672162522807,0.6357896230876996,0.14177719925603244,0.9136943423370663,0.0,0
Image992,0.12659000763829467,0.08286364073126914,0.2654280636751806,0.28850103149618117,0.06696330495057337,0.010701054035517455,0.04403906332162123,0.48859393372065574,0.2588394126230715,0.5934825958738528,0.18038195066421547,0.8572017741037863,0.0,0
Image993,0.00037869375960537105,6.761261912108544e-05,0.0010460449621992052,0.626118065428298,0.5759386854971345,0.37620175662094874,0.04695146211829757,0.7627225019964093,0.5963148726068302,0.6873290360998054,0.17741852763807284,0.4651684689152773,0.0,0
Image994,0.1816533686719493,0.15950086510028882,0.38013319616940777,0.22760427463009159,0.05927920974135225,0.00891827874643121,0.033175676465455765,0.42614360046290956,0.2012850946955908,0.6376537493739409,0.10581876196386308,0.9460811823313087,0.0,0
Image995,0.2221588765265088,0.17906844397307226,0.4046394351507456,0.5034833150975899,0.04439513690771283,0.006013103346201045,0.021808842696952373,0.6728855465703143,0.47049461292375266,0.8155779521025578,0.06522049907214457,0.972767700123438,0.0,0
Image996,0.4736216559454457,0.5347483125590827,0.7224853429355734,0.004312539040208029,0.04657689131525319,0.007398887778622103,0.027473900781712458,0.03127924561489729,0.003417713483650443,0.34938367452003194,0.16780664540196819,0.9790092405058193,0.0,1
Image997,0.34590292923994553,0.17916375235889737,0.40475544867573254,0.17144697793883146,0.0138985109152003,0.0013699709800367816,0.01859928777986776,0.3590389781667144,0.14743523811062584,0.7366523462554627,0.06656375485127494,0.9271132068508345,0.0,0
Image998,0.19896652954547558,0.11026058438072099,0.3108439896494575,0.22281319232919847,0.03292571604132267,0.0040027932063317895,0.017658123550545638,0.4187003492163254,0.19490373829940807,0.7441467636472041,0.06344608438479499,0.9259289055708728,0.0,0
Image999,0.21509161352070175,0.21511806116707055,0.44652641411793276,0.28697937555594255,0.0534336148058669,0.007551470122477261,0.05584613114427476,0.48577507032260203,0.25608698310734795,0.7581787144205381,0.09823762451370469,0.9227350753342449,0.0,0
Image1000,0.2063936206436417,0.15157981930336203,0.3697902799147268,0.5529829463925745,0.04765738025923797,0.006835264006394329,0.02254135785751281,0.7106803149306087,0.5216191236319107,0.7673591694059249,0.08927204430960924,0.9613903614309458,0.0,0
Image1001,0.31030157459300917,0.21219780899251228,0.44327015430963046,0.3609360534650161,0.029823704293808893,0.003722342067034589,0.020735342492415803,0.5561079401450141,0.3291284621290487,0.69325980863587,0.09833726772261271,0.9677288842594418,0.0,0
Image1002,0.4051668921343976,0.25275643786958313,0.48667596397016516,0.29173320818810655,0.016551153864321426,0.0018466051034281778,0.02287168710212451,0.49192453655188884,0.2621103536995269,0.6269094528880146,0.11462454309697057,0.9582420110885481,0.0,0
Image1003,0.5221262067124958,0.3025073813985636,0.5354185206822991,0.28486910379275976,0.008638847380851876,0.0010069401113286139,0.02885381497964651,0.48532313356073653,0.2556470566113911,0.6217228428271059,0.13044678915162222,0.9444095182810832,0.0,0
Image1004,0.18092404958449548,0.12219690097022823,0.328857349959361,0.6610465597162679,0.047364439624841166,0.0067169267038145975,0.015999465249573172,0.7873121807623389,0.6333409046536568,0.8212385923627791,0.06007990112512951,0.9692765120402003,0.0,0
Image1005,0.3705594360545908,0.5091315976806432,0.7041812342646254,0.02166867276403749,0.05388741487816314,0.008171385311057173,0.077780989820786,0.10171638015746129,0.017701831814329078,0.3610044808709699,0.22815994242371868,0.9337834520188255,0.0,1
Image1006,0.3892240228964785,0.5528611225980263,0.7351647885563805,0.0029501282931219796,0.05152484759095086,0.007639065937688274,0.02050124322629912,0.023028803207193423,0.002341530057498018,0.3329702236695251,0.1560333878262162,0.9863037442909879,0.0,1
Image1007,0.12125516505158174,0.16049886065820132,0.3814180639072188,0.1013325867003321,0.11485534793292879,0.024369942962039325,0.0655405481648514,0.2657218037992763,0.0863153984633299,0.39389875259855067,0.2039400779479089,0.9306707432591526,0.0,1
Image1008,0.17169229636582856,0.16579294207972722,0.3881685316215246,0.2551472543710812,0.06364291691516635,0.009671840657399105,0.04017843688200732,0.45448430055478933,0.22651505613932257,0.656019170728287,0.12211589866931255,0.9404498007916868,0.0,0
Image1009,0.6290627904622555,0.38541183978505383,0.6084789976614603,0.15299043928697867,0.006386179912453029,0.0006433586908398885,0.04719063334851579,0.33818870857501454,0.13238964412188897,0.5526376531681142,0.16505132397097186,0.907967238477942,0.0,0
Image1010,0.6292813561193792,0.4199942959358981,0.6366066109966748,0.1637930479561694,0.006262233191532629,0.0005759731518522209,0.046077544550912036,0.3518012614056317,0.14212189570193093,0.5520092057088978,0.16213343152293047,0.9138182643341319,0.0,0
Image1011,0.5131125590127272,0.3832986491939364,0.606720204390634,0.19644354465416713,0.013923675857127858,0.0014265771662065104,0.0467053106690666,0.39117396083586253,0.17218951100237032,0.5633691403628457,0.16084539561044017,0.9222708229807699,0.0,0
Image1012,0.3594397356966025,0.2977718284588628,0.5309600741662043,0.23504583803508833,0.02847738068738468,0.0034262762617952164,0.06525582926492288,0.43440083799274276,0.20848351563666298,0.5446180729592591,0.21508646288336894,0.8896005186938605,0.0,0
Image1013,0.1365202506833053,0.12190225863592447,0.3284234764379559,0.2891212551622865,0.08007424727774226,0.013897165673576677,0.06763963638063919,0.48972662725382643,0.25994952685064127,0.5533303319857251,0.2256681041124386,0.8769992226620671,0.0,0
Image1014,0.5133601133780608,0.2956884149404768,0.528987390143597,0.33332125078500735,0.00726734367337864,0.0008326122027815189,0.019681635079146477,0.5313520650656456,0.30238173997322204,0.6369007641100485,0.11682127145078103,0.9691048668542948,0.0,0
Image1015,0.5001200960768627,0.2670657399952072,0.5011502561469919,0.14732504232211605,0.007195742805871083,0.0007372193279663458,0.02762894155500272,0.33004184005491616,0.1267280664599606,0.6309281403694535,0.119211648799469,0.933368023428693,0.0,0
Image1016,0.3601547904990674,0.2057298494203924,0.43597766621336165,0.20814088293370472,0.017494661201540466,0.0018870551240893537,0.026590500128364985,0.4037740314675935,0.1824139060961951,0.6473852105345071,0.12082446264792743,0.9300857716618287,0.0,0
Image1017,0.23980931871934358,0.14687070503675925,0.36351381372720554,0.22751781184112374,0.03384939645930366,0.004234064251707977,0.030072546826198882,0.4250912817494547,0.20037672162522807,0.6357896230876996,0.14177719925603244,0.9136943423370663,0.0,0
Image1018,0.4736216559454457,0.5347483125590827,0.7224853429355734,0.004312539040208029,0.04657689131525319,0.007398887778622103,0.027473900781712458,0.03127924561489729,0.003417713483650443,0.34938367452003194,0.16780664540196819,0.9790092405058193,0.0,1
Image1019,0.31030157459300917,0.21219780899251228,0.44327015430963046,0.3609360534650161,0.029823704293808893,0.003722342067034589,0.020735342492415803,0.5561079401450141,0.3291284621290487,0.69325980863587,0.09833726772261271,0.9677288842594418,0.0,0
Image1020,0.4051668921343976,0.25275643786958313,0.48667596397016516,0.29173320818810655,0.016551153864321426,0.0018466051034281778,0.02287168710212451,0.49192453655188884,0.2621103536995269,0.6269094528880146,0.11462454309697057,0.9582420110885481,0.0,0
Image1021,0.5221262067124958,0.3025073813985636,0.5354185206822991,0.28486910379275976,0.008638847380851876,0.0010069401113286139,0.02885381497964651,0.48532313356073653,0.2556470566113911,0.6217228428271059,0.13044678915162222,0.9444095182810832,0.0,0
Image1022,0.3705594360545908,0.5091315976806432,0.7041812342646254,0.02166867276403749,0.05388741487816314,0.008171385311057173,0.077780989820786,0.10171638015746129,0.017701831814329078,0.3610044808709699,0.22815994242371868,0.9337834520188255,0.0,1
Image1023,0.3892240228964785,0.5528611225980263,0.7351647885563805,0.0029501282931219796,0.05152484759095086,0.007639065937688274,0.02050124322629912,0.023028803207193423,0.002341530057498018,0.3329702236695251,0.1560333878262162,0.9863037442909879,0.0,1
Image1024,0.6290627904622555,0.38541183978505383,0.6084789976614603,0.15299043928697867,0.006386179912453029,0.0006433586908398885,0.04719063334851579,0.33818870857501454,0.13238964412188897,0.5526376531681142,0.16505132397097186,0.907967238477942,0.0,0
Image1025,0.6292813561193792,0.4199942959358981,0.6366066109966748,0.1637930479561694,0.006262233191532629,0.0005759731518522209,0.046077544550912036,0.3518012614056317,0.14212189570193093,0.5520092057088978,0.16213343152293047,0.9138182643341319,0.0,0
Image1026,0.5131125590127272,0.3832986491939364,0.606720204390634,0.19644354465416713,0.013923675857127858,0.0014265771662065104,0.0467053106690666,0.39117396083586253,0.17218951100237032,0.5633691403628457,0.16084539561044017,0.9222708229807699,0.0,0
Image1027,0.22850464279469584,0.41254096531861967,0.6306450875984321,0.0010566235733827987,0.08795290642961534,0.0157172261203248,0.025560356398166142,0.009339596344263075,0.0008320753097417401,0.2145044704049441,0.20073472738064885,0.9677384959131503,0.0,1
Image1028,0.8386124991947597,0.7044523203532539,0.8340513024497834,0.1579304715450114,0.006195442926189683,0.0006127199434766703,0.04308281425694466,0.3447856310552122,0.13706353723319858,0.5271608456965617,0.1857630016498491,0.9668692105106071,0.0,0
Image1029,0.5707158830512689,0.5458003067790372,0.7302470500392864,0.22432614755208688,0.0199652481214281,0.002253166781907224,0.03685492944535005,0.4227422603307633,0.19835636715185068,0.5556140655110882,0.17798439723103404,0.9765361587661006,0.0,0
Image1030,0.3992458334483698,0.4270312175052912,0.6421868355942304,0.29632691576133535,0.035148366766950774,0.004500243539911912,0.043489120746458734,0.4965991259267114,0.2667356146889705,0.5660466053203569,0.19843040529215847,0.9714473104575689,0.0,0
Image1031,0.17732070714042525,0.3280576889237802,0.5588955627840917,0.000926636064775378,0.10661255360381561,0.02099339307597468,0.026658705857015748,0.008281233815498737,0.0007297256112211365,0.18175403268535814,0.2074863224528564,0.9559476027000007,0.0,1
Image1032,0.5237523352014948,0.5192813507110486,0.7114873756749938,0.258804428638539,0.023154479827182016,0.0026826031857950525,0.040853985093541274,0.45926208401036406,0.2309139140439802,0.5578555327052095,0.19036901750207066,0.9729498503485301,0.0,0
Image1033,0.32809557991220595,0.36592703049044795,0.5920747026554264,0.27191262922758863,0.04536410421660462,0.006269113477042406,0.046157731275612644,0.47262845968307043,0.24344320156104907,0.5306843514800827,0.2165488448119589,0.9687823821713821,0.0,0
Image1034,0.26570129666951975,0.24046150092556318,0.47390989317195426,0.5252463863359791,0.04419791187603498,0.006164914548144517,0.03176001444166861,0.690176588741537,0.49355799966809594,0.7063432182011952,0.13196141225910005,0.9673013117416742,0.0,0
Image1035,0.4173969060305724,0.34036765128594443,0.5698809219357771,0.29019855550404,0.024025463645715665,0.0028357346693948984,0.029031808834043236,0.49074250847811063,0.2609471643079754,0.595038606218251,0.14270675404299535,0.9701072144247718,0.0,0
Image1036,0.5002263880069575,0.37212217533759323,0.5973366247131571,0.35754020021537647,0.014005134167989326,0.0015367956077657332,0.02728748214888171,0.553217070245618,0.32594699050009895,0.6558265698584498,0.1225379117665523,0.9707739384242711,0.0,0
Image1037,0.6189029384427088,0.4027535185435737,0.6227344425769845,0.21870702608067147,0.005664699658069976,0.0005688525554495391,0.02745334985800801,0.41653264149714847,0.1930644441573763,0.5878292717956618,0.12330599612080206,0.9608521531261607,0.0,0
Image1038,0.6491344799977917,0.4019540808058557,0.6220840882440932,0.16661080165815653,0.0037533818454235923,0.0003426513910474178,0.028169766769858207,0.355425807038782,0.14477070020157418,0.5898682877992142,0.1207014511426856,0.952501145683478,0.0,0
Image1039,0.136791732236364,0.22218707856522896,0.45431890843018563,0.0031154822240101084,0.11463629631604177,0.023238032219680366,0.02386424232318196,0.023961201545373532,0.0024568775822826905,0.2522179796781212,0.18548543020322292,0.9226709727434348,0.0,1
Image1040,0.28022924086395595,0.40593572140356277,0.6253168521523751,0.004966730106396017,0.0641584050134314,0.010036866053810278,0.014962869251834597,0.034806455857560516,0.003915998920759942,0.3993647107579038,0.12497198450676561,0.9663457835406253,0.0,1
Image1041,0.3063986821641213,0.2752127015099205,0.5092188788616412,0.4328275740964578,0.037805510384144876,0.004984810351969438,0.03414421021839161,0.6175942724492873,0.40043530480530526,0.6506573153315909,0.1431549640832552,0.9650098049235298,0.0,0
Image1042,0.44759439735696727,0.3523376488585719,0.5803745621904756,0.26987733555544363,0.02023721196485486,0.0022973897103023243,0.02646733987065848,0.4705513841963779,0.2414746448345178,0.5964157455757367,0.13604648124505042,0.9722425706421287,0.0,0
Image1043,0.5527727929470011,0.38902924447466436,0.6114786140373888,0.2699332400455893,0.010285571669971565,0.0010763744142652226,0.028656625915195817,0.47050622412841303,0.2414319323215578,0.6061578356706918,0.13263082953590588,0.9644798726377841,0.0,0
Image1044,0.6343957924960673,0.4062598976258096,0.6255793589801423,0.18701347042474115,0.005320946273185287,0.0005303960288249201,0.030050106785746673,0.3804248758800407,0.16369788533648416,0.5711293914116663,0.1319735218204133,0.9526490992559715,0.0,0
Image1045,0.29056946706790765,0.4067372270718562,0.6259656939924496,0.004508544097966805,0.06057217326390427,0.009266335095717025,0.017314895044952837,0.03226820982236717,0.0035551153087705675,0.3703259155990064,0.1399242220321943,0.9541170491592048,0.0,1
Image1046,0.07058014227473938,0.12434130117899596,0.3319995780460933,0.0040137316522886705,0.18760409343380666,0.051617142763436846,0.016061174822100604,0.029445915717321657,0.0031677572962465067,0.23088752302819518,0.1691949527481791,0.9751297384454709,0.0,1
Image1047,0.15772065928604975,0.26010123171495775,0.4941549974579113,0.003180030776941607,0.10614775964201642,0.0209222009139054,0.03884783068846851,0.02435011464958408,0.002505462748572324,0.3432793026173898,0.1501234134328794,0.8683403063724993,0.0,1
Image1048,0.4362506096831504,0.39159164393766044,0.6135949945550724,0.02911476147587818,0.0324385045889617,0.004596386429705516,0.03132171658046045,0.12253249808245226,0.02366980227477641,0.5229706698550431,0.1056102226106892,0.9358193778897625,0.0,1
Image1049,0.16234182748497678,0.1105668997022678,0.31131800493175604,0.219217612355623,0.04944335672642588,0.006841877975693795,0.041908224890464946,0.41538994137926905,0.19209834447004628,0.6940123757681238,0.11594997938910526,0.8550895030195376,0.0,0
Image1050,0.5552455757709621,0.39242516423958934,0.6142819405240457,0.2604774490429701,0.010389748657798271,0.0010857355167843826,0.032914193116416524,0.46087349994654414,0.23240699555780953,0.6264028740503254,0.10750811186371359,0.9547348844302896,0.0,0
Image1051,0.37254355208304574,0.391492303667509,0.613513074641086,0.0034319843470609016,0.047916981358223205,0.007573547378825539,0.034227983129826764,0.02593373634297911,0.0027061697661990344,0.3679622810545903,0.16160702290948992,0.9401383685036557,0.0,1
Image1052,0.29577777164260166,0.30320291342685163,0.5360704160309354,0.02179284434872395,0.05012981323132377,0.007728792798186816,0.03830751152893085,0.10130996104096487,0.017593242542673235,0.5125141269571956,0.1154954712915294,0.9140065696686972,0.0,1
Image1053,0.1059767354113175,0.07322186458473817,0.2477084035539452,0.27906509149020886,0.07151091651149882,0.011435821304182199,0.04503840865443962,0.4781505981503681,0.24871541638968594,0.7035622513119696,0.12556885438500212,0.843011629757449,0.0,0
Image1054,0.4059367033856986,0.2725324565482638,0.5065776996243596,0.24049404909641306,0.024102134206296387,0.0031388481845113026,0.03061932951070311,0.44038214795223934,0.21377615780384104,0.5789937806437522,0.1436924111130853,0.949386085557494,0.0,0
Image1055,0.04698149324056964,0.06821524765419423,0.23805235988428014,0.0040856156786953125,0.20802490709754373,0.060701493098690995,0.03862195189728424,0.02984879461288078,0.003222155897967748,0.16670066798151692,0.2424040578186984,0.8474828967863881,0.0,1
Image1056,0.09966133826601513,0.14339106126676535,0.35881160093227715,0.0030402201464154273,0.13084838400620624,0.028635027229367102,0.017520211019139253,0.023458895504477432,0.002394538372230722,0.32211053634968445,0.1565024132111206,0.9434223992727575,0.0,1
Image1057,0.3459448018184655,0.25127591115200676,0.4851553296532863,0.3979754656321844,0.030068696022107468,0.0040465059111424355,0.02869487165575763,0.5885010771482908,0.36582883349470635,0.6636698065773735,0.1260925238722675,0.9571477476509203,0.0,0
Image1058,0.46515741328695076,0.30565616047631644,0.5383638219119308,0.33035093924998693,0.01630182331368945,0.0019700288665891515,0.021759380851825508,0.5287360372838551,0.2996211745509248,0.6341141419617543,0.1184188142051068,0.972022951078924,0.0,0
